19730	1	0	0
329	56	198	8
58053	1	0	0
163	56	27	2
33366	1	0	0
195	55	235	9
25234	1	0	0
71	55	40	4
25235	1	0	0
93	55	130	7
19731	1	0	0
27	55	227	8
19732	1	0	0
1200	55	127	6
45272	1	2	1
222	55	33	4
33367	1	0	0
132	55	275	10
292	54	318	11
58054	1	0	0
354	54	187	7
988	54	19	2
330	54	110	5
19733	1	0	0
148	54	276	9
19734	1	0	0
2738	54	11	2
58055	1	0	0
164	54	359	11
19735	1	0	0
344	54	84	6
58056	1	0	0
247	54	287	9
293	53	97	5
45273	1	0	0
133	53	26	3
25236	1	0	0
438	53	0	0
152	53	232	9
33368	1	0	0
101	53	164	7
19736	1	0	0
466	53	478	10
19737	1	0	0
318	53	198	8
19738	1	0	0
366	53	199	7
19739	1	0	0
345	53	52	4
33369	1	0	0
182	52	327	10
33370	1	0	0
847	52	350	7
19740	1	0	0
248	52	134	6
33371	1	0	0
183	52	41	3
19741	1	0	0
214	52	557	12
172	52	119	6
33372	1	0	0
122	52	20	3
58057	1	0	0
223	51	259	8
45274	1	3	1
331	51	422	11
25237	1	0	0
153	51	374	12
25238	1	0	0
102	51	73	4
58058	1	1	1
230	51	163	6
16051	1	0	0
191	51	145	6
45275	1	0	0
306	51	171	7
259	51	67	5
33373	1	0	0
530	51	50	4
19742	1	0	0
39	51	161	8
19743	1	0	0
383	51	113	5
184	51	585	12
45276	1	0	0
231	50	185	8
45277	1	0	0
724	50	156	8
90	50	63	3
989	50	49	3
45278	1	0	0
367	50	14	2
25239	1	1	1
307	50	127	6
25240	1	1	1
173	50	241	9
45279	1	0	0
555	49	58	4
25241	1	1	1
260	49	426	11
45280	1	0	0
531	49	0	0
270	49	177	7
45281	1	0	0
91	49	235	8
45282	1	0	0
496	49	390	8
45283	1	0	0
1285	49	28	3
58059	1	1	1
439	49	78	5
45284	1	0	0
174	49	88	5
58060	1	0	0
928	49	1001	13
13277	1	0	0
355	48	42	3
13278	1	0	0
652	48	0	0
45285	1	0	0
556	48	14	2
58061	1	0	0
103	48	162	7
25242	1	0	0
235	48	66	5
25243	1	0	0
279	48	46	4
13279	1	0	0
557	48	60	5
13280	1	0	0
1518	48	6	1
653	48	126	7
45286	1	0	0
848	48	46	4
45287	1	0	0
397	48	339	10
45288	1	0	0
81	48	354	11
45289	1	3	1
654	47	21	2
568	47	58	4
569	47	39	3
45290	1	3	1
805	47	5	1
33374	1	0	0
368	47	163	8
33375	1	0	0
271	47	7	1
497	47	40	3
66909	1	0	0
1036	47	151	7
66910	1	0	0
570	47	47	4
33376	1	1	1
136	46	435	10
440	46	63	5
33377	1	0	0
532	46	97	6
33378	1	0	0
725	46	134	6
33379	1	0	0
63	46	37	4
33380	1	0	0
1619	46	103	4
33381	1	0	0
412	46	210	7
58062	1	0	0
384	46	25	3
467	46	182	7
45291	1	0	0
770	46	114	6
82	46	114	6
45292	1	2	1
413	46	230	8
45293	1	0	0
726	46	197	8
414	46	98	5
58063	1	0	0
123	46	55	5
319	46	35	3
481	46	63	4
320	45	194	8
498	45	303	9
58064	1	0	0
398	45	34	2
45294	1	0	0
1109	45	69	4
33382	1	0	0
332	45	140	7
58065	1	0	0
346	45	35	3
33383	1	0	0
215	45	233	8
58066	1	4	1
115	45	62	5
33384	1	0	0
806	45	126	7
33385	1	0	0
558	45	74	5
45295	1	0	0
86	44	160	8
441	44	385	12
45296	1	0	0
239	44	364	8
45297	1	0	0
1037	44	129	7
13281	1	0	0
442	44	96	5
25244	1	0	0
333	44	34	3
45298	1	0	0
1620	44	187	8
58067	1	1	1
1428	44	177	6
58068	1	0	0
468	44	252	9
45299	1	0	0
415	44	16	2
45300	1	1	1
627	44	116	6
175	44	45	3
33386	1	5	1
683	44	67	4
25245	1	1	1
499	44	229	8
33387	1	0	0
500	44	200	5
684	43	51	4
58069	1	0	0
128	43	164	6
807	43	144	6
25246	1	1	1
280	43	270	9
25247	1	1	1
249	43	27	3
45301	1	0	0
250	43	148	7
25248	1	0	0
261	43	51	3
45302	1	0	0
142	43	29	2
58070	1	0	0
369	43	33	3
281	43	134	7
58071	1	0	0
1038	43	44	3
25249	1	0	0
216	43	37	3
25250	1	0	0
262	43	15	2
808	43	28	3
45303	1	2	1
140	43	167	6
929	43	234	10
58072	1	0	0
1621	42	41	3
2739	42	18	3
33388	1	0	0
224	42	298	10
66911	1	0	0
251	42	37	2
685	42	153	7
16052	1	0	0
771	42	51	5
16053	1	0	0
1039	42	102	5
33389	1	0	0
482	42	152	8
16054	1	0	0
772	42	126	4
58073	1	0	0
399	42	45	3
58074	1	0	0
628	42	155	6
33390	1	0	0
165	42	26	3
33391	1	0	0
236	42	55	4
45304	1	0	0
559	42	266	10
95	42	43	4
45305	1	1	1
727	41	297	9
196	41	262	7
385	41	23	3
25251	1	7	1
930	41	36	3
25252	1	7	1
686	41	31	4
25253	1	7	1
773	41	190	8
58075	1	0	0
533	41	115	6
25254	1	0	0
211	41	220	7
33392	1	5	1
501	41	75	5
212	41	213	9
45306	1	0	0
1201	41	99	5
58076	1	0	0
1040	41	101	6
45307	1	0	0
1041	41	51	5
45308	1	0	0
400	41	75	5
143	41	17	2
88	41	16	2
19744	1	0	0
931	40	91	5
19745	1	0	0
1110	40	51	4
347	40	257	9
58077	1	0	0
294	40	68	5
66912	1	0	0
295	40	125	7
25255	1	0	0
469	40	132	7
45309	1	25	1
416	40	137	6
33393	1	1	1
263	40	7	2
370	40	150	6
16055	1	8	1
186	40	184	8
687	40	43	4
33394	1	0	0
321	40	181	8
58078	1	2	1
629	40	122	5
371	40	16	3
66913	1	0	0
252	40	82	5
176	40	180	8
83	40	334	11
990	40	48	4
25256	1	0	0
809	40	284	7
66914	1	0	0
386	40	59	5
33395	1	0	0
240	40	170	7
45310	1	0	0
159	40	17	2
33396	1	0	0
282	40	163	9
33397	1	0	0
283	39	134	5
1042	39	423	7
33398	1	0	0
6542	39	72	5
25257	1	0	0
560	39	150	6
25258	1	0	0
1519	39	402	7
33399	1	0	0
561	39	103	6
25259	1	0	0
728	39	77	6
45311	1	0	0
598	39	60	2
849	39	129	5
25260	1	0	0
417	39	41	4
25261	1	0	0
688	39	63	4
149	39	189	7
58079	1	0	0
308	39	80	4
19746	1	0	0
502	39	43	4
1111	39	41	3
418	39	181	9
25262	1	0	0
166	38	97	5
45312	1	0	0
419	38	85	6
66915	1	0	0
296	38	45	2
58080	1	0	0
264	38	294	9
58081	1	0	0
334	38	121	7
25263	1	0	0
1043	38	114	7
1429	38	71	5
58082	1	0	0
655	38	176	7
19747	1	0	0
64	38	168	8
599	38	92	6
932	38	351	11
33400	1	0	0
630	38	29	2
33401	1	0	0
631	38	572	9
25264	1	0	0
232	38	84	5
45313	1	0	0
401	38	67	4
600	38	89	5
25265	1	0	0
571	38	37	3
534	38	210	8
25266	1	0	0
729	38	204	6
58083	1	0	0
1044	37	214	9
58084	1	0	0
124	37	211	9
33402	1	0	0
730	37	192	8
58085	1	0	0
2020	37	218	10
33403	1	0	0
420	37	89	6
33404	1	10	1
421	37	8	2
33405	1	0	0
535	37	175	7
33406	1	0	0
144	37	33	2
1045	37	48	4
45314	1	0	0
62	37	241	8
45315	1	22	1
933	37	483	10
167	37	36	4
19748	1	0	0
850	37	71	4
45316	1	0	0
774	37	74	5
45317	1	0	0
470	37	138	7
19749	1	0	0
1357	37	110	6
731	37	129	6
1202	37	132	6
45318	1	0	0
810	37	131	7
25267	1	1	1
192	37	10	2
45319	1	0	0
187	37	25	3
45320	1	0	0
1430	37	17	3
66916	1	0	0
335	37	164	7
732	37	129	6
45321	1	0	0
297	36	32	4
58086	1	0	0
1622	36	96	6
45322	1	10	1
1623	36	3	1
45323	1	0	0
1112	36	82	4
58087	1	0	0
217	36	114	6
45324	1	0	0
562	36	175	7
58088	1	0	0
572	36	73	3
656	36	71	5
284	36	39	3
66917	1	0	0
657	36	11	2
1203	36	83	3
503	36	192	8
58089	1	0	0
573	36	187	5
45325	1	0	0
632	36	425	11
1286	36	62	4
45326	1	0	0
601	36	32	3
25268	1	1	1
4015	36	27	4
58090	1	0	0
733	36	27	3
58091	1	0	0
218	36	455	9
348	36	36	3
66918	1	0	0
658	36	16	2
25269	1	2	1
1748	36	41	4
934	36	270	7
54	36	6	1
66919	1	0	0
1520	36	177	8
58092	1	0	0
58093	1	0	0
188	35	32	4
483	35	41	4
811	35	122	6
45327	1	1	1
1287	35	51	4
536	35	60	3
58094	1	0	0
689	35	87	5
574	35	62	4
602	35	5	1
443	35	36	3
1624	35	112	7
45328	1	2	1
734	35	20	2
45329	1	0	0
1521	35	121	5
25270	1	0	0
1522	35	119	6
25271	1	0	0
991	35	234	6
25272	1	0	0
1874	35	26	3
25273	1	0	0
1113	35	27	3
45330	1	0	0
935	35	50	4
45331	1	0	0
690	35	92	5
253	35	193	5
58095	1	0	0
886	35	78	5
25274	1	0	0
992	35	398	13
45332	1	0	0
125	35	373	8
1358	35	42	3
33407	1	40	1
775	34	16	2
45333	1	0	0
1288	34	51	4
45334	1	0	0
336	34	48	4
33408	1	0	0
735	34	140	5
33409	1	0	0
1114	34	174	7
45335	1	0	0
1115	34	186	9
45336	1	0	0
444	34	10	2
45337	1	0	0
445	34	288	10
11224	1	0	0
1875	34	183	5
33410	1	0	0
109	34	11	1
575	34	46	5
11225	1	0	0
285	34	127	6
11226	1	0	0
1876	34	344	10
11227	1	0	0
1046	34	156	6
11228	1	0	0
812	34	68	4
11229	1	0	0
887	34	33	3
576	34	94	6
11230	1	0	0
736	34	132	7
11231	1	0	0
272	34	183	4
58096	1	0	0
349	34	14	2
66920	1	0	0
273	34	141	8
33411	1	0	0
337	34	99	6
33412	1	0	0
993	34	82	6
58097	1	0	0
19750	1	0	0
134	33	8	2
659	33	83	5
58098	1	0	0
422	33	14	3
537	33	74	6
45338	1	1	1
1289	33	2	1
19751	1	0	0
660	33	9	2
19752	1	0	0
577	33	24	3
58099	1	0	0
2021	33	129	6
233	33	56	4
45339	1	1	1
79	33	309	12
154	33	589	14
33413	1	0	0
2367	33	74	4
45340	1	0	0
661	33	75	4
66921	1	0	0
322	33	74	5
33414	1	0	0
234	33	87	6
58100	1	1	1
504	33	17	2
58101	1	0	0
1431	33	14	2
45341	1	0	0
578	33	118	6
58102	1	3	1
776	33	61	5
25275	1	0	0
1877	33	11	1
25276	1	0	0
423	33	85	6
58103	1	0	0
662	33	67	4
58104	1	9	1
777	33	96	4
33415	1	0	0
1749	33	233	10
58105	1	0	0
446	33	43	4
33416	1	0	0
505	33	61	4
33417	1	0	0
851	33	63	4
25277	1	1	1
603	33	71	5
45342	1	0	0
579	33	70	4
33418	1	0	0
538	33	94	7
402	33	140	6
45343	1	8	1
356	33	80	5
506	33	95	6
45344	1	0	0
403	33	28	3
45345	1	0	0
298	33	46	3
58106	1	0	0
309	33	48	4
45346	1	1	1
633	32	255	9
58107	1	0	0
447	32	44	3
58108	1	0	0
604	32	94	6
58109	1	1	1
737	32	256	8
25278	1	0	0
404	32	89	4
19753	1	2	1
738	32	106	7
357	32	170	8
33419	1	0	0
1047	32	89	6
45347	1	0	0
936	32	113	6
45348	1	0	0
1432	32	129	7
45349	1	0	0
1750	32	148	6
8397	1	0	0
1433	32	111	6
8398	1	0	0
2022	32	38	3
25279	1	0	0
1359	32	161	7
25280	1	0	0
286	32	122	4
58110	1	2	1
563	32	68	5
13282	1	0	0
1290	32	74	5
58111	1	0	0
424	32	141	5
58112	1	0	0
1204	32	102	5
1523	32	52	4
16056	1	0	0
1751	32	65	4
58113	1	0	0
1048	32	9	2
66922	1	0	0
852	32	84	5
19754	1	0	0
853	32	66	5
19755	1	0	0
1116	32	50	4
16057	1	0	0
937	32	47	4
19756	1	0	0
994	32	42	3
471	32	9	2
25281	1	0	0
1625	32	88	6
1626	32	11	2
66923	1	0	0
778	31	252	9
33420	1	0	0
372	31	88	6
539	31	378	10
33421	1	0	0
80	31	210	7
33422	1	0	0
65	31	142	7
33423	1	0	0
691	31	69	5
33424	1	0	0
739	31	184	7
33425	1	0	0
995	31	86	5
33426	1	0	0
779	31	127	6
45350	1	13	1
507	31	112	7
45351	1	0	0
2209	31	2	1
33427	1	0	0
1434	31	10	2
45352	1	13	1
3679	31	57	5
45353	1	0	0
1205	31	42	3
33428	1	0	0
996	31	59	5
45354	1	0	0
241	31	138	7
58114	1	2	1
508	31	12	2
19757	1	0	0
509	31	123	6
1117	31	54	5
33429	1	0	0
813	31	64	4
25282	1	0	0
1878	31	119	6
58115	1	0	0
814	31	116	6
58116	1	0	0
663	31	9	2
33430	1	0	0
692	31	140	7
58117	1	0	0
693	31	114	6
33431	1	0	0
1524	31	131	7
358	31	129	7
58118	1	0	0
310	31	47	3
19758	1	0	0
3680	31	97	5
16058	1	0	0
854	31	47	4
16059	1	0	0
242	31	305	8
16060	1	0	0
1752	31	93	5
16061	1	0	0
740	31	37	4
33432	1	0	0
2925	31	72	4
33433	1	0	0
373	31	54	5
16062	1	0	0
1525	31	15	2
16063	1	0	0
855	31	28	3
45355	1	0	0
1291	31	53	4
405	31	91	5
25283	1	0	0
780	31	133	7
25284	1	0	0
472	30	101	5
45356	1	0	0
2740	30	29	3
45357	1	0	0
938	30	28	3
45358	1	0	0
1360	30	69	4
45359	1	0	0
605	30	193	7
1361	30	16	2
66924	1	0	0
243	30	68	4
25285	1	0	0
1526	30	77	4
19759	1	17	1
634	30	27	4
33434	1	0	0
1118	30	60	5
25286	1	0	0
323	30	36	3
33435	1	0	0
2741	30	34	3
33436	1	0	0
374	30	57	4
45360	1	0	0
406	30	73	5
45361	1	0	0
664	30	198	9
45362	1	0	0
694	30	76	6
45363	1	0	0
665	30	2	1
888	30	62	5
741	30	112	6
2210	30	7	1
45364	1	0	0
695	30	53	3
25287	1	0	0
1879	30	36	4
66925	1	0	0
2211	30	34	4
25288	1	0	0
359	30	64	6
742	30	101	4
33437	1	0	0
1206	30	89	5
33438	1	0	0
510	30	252	8
33439	1	1	1
1627	30	41	3
25289	1	1	1
448	30	54	4
1362	30	86	5
58119	1	0	0
743	30	6	1
33440	1	0	0
1207	30	239	9
66926	1	0	0
635	30	171	7
16064	1	0	0
1208	30	108	6
11232	1	1	1
580	30	32	2
16065	1	0	0
997	30	16	3
16066	1	0	0
666	30	24	3
11233	1	1	1
540	30	318	10
13283	1	0	0
425	30	3	1
11234	1	1	1
939	30	32	3
1880	30	103	5
16067	1	0	0
287	30	25	3
16068	1	0	0
3159	30	20	3
16069	1	0	0
940	30	238	7
16070	1	0	0
58120	1	0	0
1527	29	1058	10
16071	1	0	0
696	29	61	5
16072	1	0	0
2212	29	37	3
941	29	187	9
58121	1	0	0
697	29	37	2
66927	1	0	0
473	29	131	5
33441	1	0	0
781	29	72	5
33442	1	0	0
2368	29	0	0
16073	1	0	0
889	29	55	3
33443	1	0	0
387	29	153	8
33444	1	0	0
1753	29	100	5
16074	1	0	0
1209	29	11	2
16075	1	0	0
541	29	51	2
16076	1	0	0
1049	29	125	7
16077	1	0	0
360	29	35	3
8399	1	1	1
177	29	20	2
8400	1	1	1
698	29	15	2
16078	1	0	0
1435	29	94	5
8401	1	1	1
254	29	16	2
8402	1	1	1
2023	29	53	4
11235	1	0	0
449	29	39	4
8403	1	1	1
1050	29	67	5
8404	1	1	1
244	29	15	2
11236	1	0	0
1051	29	20	3
11237	1	0	0
815	29	7	2
11238	1	0	0
636	29	103	6
11239	1	0	0
667	29	53	4
16079	1	0	0
668	29	90	5
45365	1	0	0
1119	29	14	2
45366	1	0	0
225	29	248	9
16080	1	0	0
484	29	20	2
45367	1	0	0
890	29	24	3
25290	1	0	0
891	29	50	4
58122	1	0	0
2369	29	40	4
2370	29	77	5
5888	1	1	1
226	29	112	6
474	29	82	5
5889	1	1	1
942	29	114	6
5890	1	1	1
1120	29	118	5
58123	1	0	0
2213	29	58	5
45368	1	0	0
606	28	32	3
58124	1	0	0
485	28	12	3
58125	1	0	0
486	28	176	7
25291	1	0	0
3160	28	4	1
25292	1	0	0
426	28	67	6
45369	1	0	0
1628	28	36	4
943	28	188	5
45370	1	0	0
274	28	100	5
45371	1	0	0
2742	28	8	1
25293	1	0	0
3410	28	16	2
45372	1	0	0
427	28	16	2
33445	1	0	0
2371	28	176	5
33446	1	0	0
782	28	110	6
428	28	142	7
33447	1	2	1
475	28	96	6
783	28	118	6
11240	1	27	1
1052	28	88	4
33448	1	0	0
1754	28	32	3
58126	1	0	0
1528	28	126	5
33449	1	6	1
998	28	46	3
58127	1	0	0
2372	28	45	5
33450	1	0	0
744	28	25	3
33451	1	0	0
3411	28	26	3
45373	1	0	0
1755	28	28	4
45374	1	0	0
745	28	28	3
58128	1	0	0
542	28	12	2
45375	1	2	1
1292	28	166	8
33452	1	0	0
511	28	5	1
25294	1	0	0
288	28	106	3
19760	1	0	0
816	28	34	3
58129	1	139	1
892	28	52	3
1529	28	36	3
58130	1	0	0
450	28	27	3
66928	1	0	0
543	28	84	5
999	28	67	5
1000	28	109	6
1001	28	43	4
33453	1	1	1
669	28	17	2
45376	1	0	0
1756	28	18	3
33454	1	0	0
4390	28	6	1
58131	1	0	0
2926	28	51	4
33455	1	0	0
2373	28	27	3
33456	1	0	0
607	28	9	1
944	28	17	2
25295	1	9	1
1293	28	278	9
58132	1	0	0
375	28	58	5
45377	1	0	0
2743	27	273	7
2374	27	3	1
25296	1	0	0
512	27	3	1
2214	27	113	7
33457	1	0	0
1436	27	37	4
33458	1	0	0
1437	27	53	3
58133	1	0	0
1881	27	139	6
33459	1	0	0
564	27	36	4
25297	1	0	0
1053	27	130	6
25298	1	0	0
361	27	63	5
33460	1	0	0
2024	27	67	5
33461	1	0	0
1121	27	26	3
3161	27	75	3
58134	1	0	0
1363	27	46	4
45378	1	0	0
66929	1	0	0
205	27	86	6
66930	1	0	0
4391	27	172	6
45379	1	0	0
945	27	3	1
45380	1	0	0
856	27	126	5
699	27	23	3
45381	1	0	0
324	27	78	5
746	27	59	5
58135	1	4	1
1530	27	96	6
581	27	68	3
58136	1	0	0
1210	27	71	5
1757	27	474	12
1002	27	221	8
893	27	13	2
66931	1	2	1
700	27	57	5
2744	27	7	1
58137	1	0	0
946	27	6	1
58138	1	0	0
1629	27	54	5
33462	1	0	0
2551	27	21	2
58139	1	2	1
1054	27	15	2
33463	1	0	0
894	27	144	7
33464	1	0	0
2375	27	6	1
58140	1	0	0
747	27	37	4
25299	1	39	1
1055	27	29	3
748	27	42	4
637	27	45	4
25300	1	0	0
2215	27	30	3
25301	1	0	0
2025	27	10	2
45382	1	0	0
1758	27	11	2
25302	1	0	0
1003	27	94	6
58141	1	0	0
4016	27	4	1
58142	1	0	0
947	27	126	6
25303	1	0	0
451	27	258	9
1211	27	66	4
33465	1	0	0
1364	27	89	5
33466	1	0	0
193	27	9	2
58143	1	0	0
2026	27	71	5
33467	1	0	0
3162	27	73	3
66932	1	0	0
1531	27	62	4
513	27	31	3
33468	1	0	0
265	27	105	6
2745	27	49	4
58144	1	0	0
1532	27	9	1
58145	1	0	0
429	26	178	6
58146	1	0	0
1212	26	28	3
58147	1	0	0
514	26	14	2
58148	1	0	0
1004	26	56	4
58149	1	0	0
1630	26	49	3
33469	1	0	0
948	26	43	4
1213	26	29	3
544	26	103	4
66933	1	0	0
949	26	7	2
58150	1	0	0
1759	26	124	5
58151	1	0	0
1438	26	176	8
66934	1	0	0
1882	26	181	5
58152	1	0	0
1122	26	178	9
19761	1	0	0
1439	26	63	4
19762	1	0	0
1294	26	33	2
19763	1	0	0
2376	26	131	6
19764	1	0	0
407	26	21	3
1005	26	47	4
19765	1	0	0
1056	26	52	3
19766	1	0	0
1365	26	51	4
66935	1	0	0
430	26	42	4
58153	1	1	1
2746	26	71	5
45383	1	1	1
2552	26	410	8
784	26	130	8
1440	26	8	2
33470	1	0	0
1631	26	15	2
1366	26	238	8
25304	1	0	0
1441	26	28	3
33471	1	0	0
582	26	84	4
25305	1	13	1
1883	26	234	6
66936	1	0	0
749	26	3	1
1442	26	23	3
66937	1	0	0
608	26	138	6
33472	1	0	0
857	26	20	3
66938	1	0	0
895	26	16	2
1884	26	239	9
431	26	17	2
58154	1	10	1
1006	26	147	6
432	26	18	3
25306	1	2	1
1760	26	21	3
452	26	40	4
58155	1	0	0
299	26	63	4
1533	26	101	5
58156	1	1	1
896	26	43	5
33473	1	0	0
453	26	99	5
33474	1	0	0
1885	26	48	4
58157	1	0	0
2377	26	40	3
33475	1	0	0
388	26	7	1
33476	1	0	0
2747	25	72	4
33477	1	0	0
376	25	14	2
33478	1	0	0
2553	25	41	4
408	25	8	2
33479	1	0	0
1443	25	87	5
750	25	45	4
609	25	42	4
66939	1	0	0
409	25	65	3
33480	1	0	0
311	25	7	1
33481	1	0	0
817	25	68	5
58158	1	0	0
433	25	36	4
670	25	26	3
45384	1	0	0
2027	25	9	1
45385	1	0	0
1123	25	57	4
19767	1	0	0
1886	25	49	4
45386	1	0	0
785	25	33	4
25307	1	0	0
237	25	163	6
25308	1	0	0
219	25	145	5
1214	25	13	2
25309	1	0	0
1057	25	74	3
338	25	19	2
3412	25	17	3
818	25	31	4
1058	25	19	3
45387	1	18	1
1632	25	32	3
2927	25	25	3
58159	1	0	0
476	25	40	2
1887	25	6	2
13284	1	0	0
1007	25	87	5
13285	1	0	0
638	25	20	1
13286	1	0	0
3413	25	27	3
13287	1	0	0
950	25	64	4
58160	1	0	0
545	25	104	5
13288	1	0	0
1215	25	114	5
13289	1	0	0
5891	25	22	3
58161	1	0	0
1633	25	84	6
58162	1	0	0
2748	25	21	3
33482	1	0	0
8405	25	36	4
13290	1	0	0
701	25	65	5
13291	1	0	0
454	25	59	3
45388	1	0	0
951	25	15	3
45389	1	0	0
2554	25	35	2
33483	1	0	0
1888	25	72	5
45390	1	0	0
858	25	21	2
45391	1	0	0
2028	25	28	3
58163	1	0	0
266	25	11	2
2928	25	31	3
3414	25	19	2
25310	1	0	0
2555	25	38	3
33484	1	0	0
610	25	34	3
25311	1	0	0
859	25	77	5
25312	1	0	0
58164	1	0	0
860	25	10	2
33485	1	3	1
2029	25	52	4
33486	1	0	0
66940	1	0	0
897	24	29	3
33487	1	0	0
1634	24	19	3
2216	24	113	5
1124	24	48	4
45392	1	0	0
2749	24	46	3
1125	24	23	2
33488	1	0	0
1059	24	3	1
45393	1	0	0
1635	24	55	4
19768	1	0	0
1060	24	9	2
819	24	74	4
58165	1	0	0
339	24	8	1
